node	pagerank
8299	0.00028970
9682	0.00028968
6745	0.00028955
8225	0.00028897
4250	0.00028891
8593	0.00028884
2236	0.00028877
1758	0.00028867
6371	0.00028858
6744	0.00028849
7250	0.00028846
5546	0.00028820
5295	0.00028819
5961	0.00028796
6934	0.00028778
3978	0.00028775
6985	0.00028761
5327	0.00028747
6078	0.00028729
8261	0.00028717
3121	0.00028712
2851	0.00028689
6516	0.00028689
5617	0.00028685
4397	0.00028677
8673	0.00028648
8820	0.00028644
3522	0.00028629
9669	0.00028626
8115	0.00028605
3634	0.00028594
7538	0.00028557
7239	0.00028549
9647	0.00028539
7513	0.00028501
8380	0.00028474
9044	0.00028456
8312	0.00028414
2900	0.00028413
6568	0.00028401
4978	0.00028383
7341	0.00028383
3068	0.00028374
8460	0.00028367
9343	0.00028360
9679	0.00028294
9948	0.00028270
4799	0.00028252
659	0.00028212
6837	0.00028201
6041	0.00028184
8172	0.00028179
7237	0.00028171
3509	0.00028169
7393	0.00028161
7668	0.00028145
1020	0.00028143
8777	0.00028136
5003	0.00028110
9363	0.00028101
7483	0.00028064
2828	0.00028035
7365	0.00028032
8159	0.00028016
6302	0.00027978
5488	0.00027956
7618	0.00027946
6512	0.00027943
5543	0.00027937
6333	0.00027882
7267	0.00027860
8008	0.00027820
100	0.00027794
8573	0.00027788
8827	0.00027728
2007	0.00027688
9475	0.00027688
5644	0.00027680
8991	0.00027673
7672	0.00027671
4895	0.00027669
8808	0.00027653
8896	0.00027641
4984	0.00027631
6171	0.00027631
2428	0.00027629
9445	0.00027626
4285	0.00027620
5049	0.00027616
9610	0.00027524
1667	0.00027522
5608	0.00027497
8590	0.00027494
4680	0.00027481
4118	0.00027472
7053	0.00027464
9089	0.00027462
6981	0.00027452
3968	0.00027440
7071	0.00027427
125	0.00027423
4612	0.00027367
8976	0.00027348
9846	0.00027311
8462	0.00027301
7590	0.00027275
8138	0.00027199
8515	0.00027189
2653	0.00027185
6812	0.00027184
8320	0.00027180
9053	0.00027136
2703	0.00027122
9577	0.00027115
5067	0.00027113
6553	0.00027054
9143	0.00027053
5761	0.00027029
4782	0.00027025
9830	0.00027007
8423	0.00026963
8697	0.00026946
228	0.00026944
4296	0.00026929
8375	0.00026891
8967	0.00026856
6293	0.00026836
8363	0.00026825
7344	0.00026788
9680	0.00026788
5228	0.00026783
3131	0.00026771
7356	0.00026737
2474	0.00026702
6641	0.00026649
1832	0.00026645
6884	0.00026633
7506	0.00026615
8902	0.00026613
7253	0.00026604
86	0.00026594
9771	0.00026565
7124	0.00026515
7444	0.00026514
7385	0.00026513
9547	0.00026507
4479	0.00026504
9524	0.00026503
8501	0.00026479
7316	0.00026470
7361	0.00026466
9560	0.00026442
2549	0.00026422
1524	0.00026394
9733	0.00026377
9891	0.00026364
5939	0.00026352
8877	0.00026350
6095	0.00026346
9513	0.00026344
9884	0.00026290
9061	0.00026275
3531	0.00026236
7083	0.00026210
9424	0.00026205
7939	0.00026201
6661	0.00026184
1293	0.00026157
9849	0.00026154
9664	0.00026152
6592	0.00026151
8262	0.00026107
8595	0.00026036
2396	0.00026032
4225	0.00026013
9980	0.00026006
5352	0.00025984
6640	0.00025962
7052	0.00025960
9778	0.00025953
9306	0.00025951
2960	0.00025934
8514	0.00025922
9601	0.00025904
7635	0.00025900
6708	0.00025867
9887	0.00025864
1419	0.00025842
4012	0.00025838
6806	0.00025788
2870	0.00025787
1680	0.00025776
1653	0.00025769
7620	0.00025741
7973	0.00025724
9278	0.00025700
2218	0.00025673
9047	0.00025667
1627	0.00025656
4542	0.00025645
7317	0.00025634
7024	0.00025611
6723	0.00025591
3279	0.00025568
8561	0.00025565
3110	0.00025564
2181	0.00025551
3788	0.00025549
8618	0.00025529
4096	0.00025504
2621	0.00025494
508	0.00025472
6236	0.00025466
8451	0.00025464
7956	0.00025457
7242	0.00025456
8612	0.00025456
9506	0.00025446
8049	0.00025442
6168	0.00025440
7358	0.00025437
8247	0.00025410
8444	0.00025410
2178	0.00025385
5567	0.00025363
7894	0.00025343
7838	0.00025329
8476	0.00025317
5980	0.00025312
6781	0.00025306
7484	0.00025292
7914	0.00025287
9285	0.00025276
8384	0.00025271
5286	0.00025263
9297	0.00025257
2647	0.00025236
535	0.00025233
5347	0.00025202
6151	0.00025185
2476	0.00025180
8064	0.00025158
1337	0.00025129
9532	0.00025106
7220	0.00025099
9734	0.00025070
3949	0.00025065
1056	0.00025060
