node	pagerank
8255	0.00018175
2053	0.00018174
9789	0.00018172
6323	0.00018165
8361	0.00018164
3625	0.00018138
53	0.00018136
641	0.00018136
1094	0.00018131
8531	0.00018131
1514	0.00018119
8644	0.00018105
6560	0.00018104
4891	0.00018090
7096	0.00018081
7291	0.00018070
2636	0.00018063
1746	0.00018062
4865	0.00018038
3050	0.00018033
8155	0.00018032
9917	0.00018017
3700	0.00018015
8655	0.00018003
6858	0.00017998
6905	0.00017985
9299	0.00017967
939	0.00017952
9693	0.00017950
9892	0.00017947
7848	0.00017939
8196	0.00017938
1443	0.00017934
5139	0.00017918
5622	0.00017891
6521	0.00017882
9631	0.00017872
9770	0.00017867
1874	0.00017863
9150	0.00017854
8779	0.00017853
9458	0.00017848
2712	0.00017838
9502	0.00017833
9766	0.00017830
9108	0.00017828
2350	0.00017823
9137	0.00017823
2612	0.00017820
8131	0.00017807
9395	0.00017802
6768	0.00017798
421	0.00017797
9571	0.00017794
7449	0.00017792
7062	0.00017789
7744	0.00017772
5639	0.00017768
1685	0.00017757
9544	0.00017757
6481	0.00017753
1046	0.00017749
6563	0.00017743
9122	0.00017721
3139	0.00017710
1850	0.00017702
6075	0.00017659
8711	0.00017642
5272	0.00017638
8518	0.00017638
7650	0.00017635
7996	0.00017620
6650	0.00017618
7048	0.00017610
7678	0.00017609
9199	0.00017607
5374	0.00017601
8400	0.00017599
8848	0.00017594
3079	0.00017587
3176	0.00017587
2252	0.00017581
4315	0.00017576
8712	0.00017576
1599	0.00017566
6822	0.00017548
4161	0.00017544
2827	0.00017538
4139	0.00017534
3362	0.00017528
9453	0.00017519
838	0.00017517
6643	0.00017510
7222	0.00017491
6252	0.00017487
166	0.00017441
5465	0.00017432
6605	0.00017428
2843	0.00017413
4501	0.00017408
5580	0.00017388
7828	0.00017387
5353	0.00017379
7302	0.00017379
4237	0.00017377
609	0.00017352
9888	0.00017351
3072	0.00017349
9096	0.00017332
9954	0.00017331
6750	0.00017328
7037	0.00017328
3699	0.00017319
5005	0.00017316
7746	0.00017312
9463	0.00017311
5238	0.00017308
8837	0.00017301
8998	0.00017298
4477	0.00017293
6786	0.00017284
4647	0.00017270
7293	0.00017268
7834	0.00017268
9775	0.00017258
5861	0.00017257
9857	0.00017255
4687	0.00017251
4512	0.00017248
9848	0.00017244
8791	0.00017241
9662	0.00017218
8605	0.00017212
7035	0.00017210
5911	0.00017207
4541	0.00017198
5091	0.00017164
5904	0.00017163
2610	0.00017159
4088	0.00017156
6857	0.00017151
3267	0.00017146
5999	0.00017139
8471	0.00017137
7527	0.00017124
7464	0.00017101
5000	0.00017097
8098	0.00017095
9685	0.00017095
3053	0.00017089
2526	0.00017084
4736	0.00017084
6235	0.00017072
2819	0.00017062
7433	0.00017050
2832	0.00017049
2688	0.00017046
1791	0.00017038
6989	0.00017038
6146	0.00017037
5383	0.00017021
6902	0.00017013
9625	0.00016996
8061	0.00016969
7278	0.00016958
6509	0.00016954
4601	0.00016945
1885	0.00016939
4382	0.00016939
1488	0.00016933
4335	0.00016911
5210	0.00016911
1110	0.00016880
3598	0.00016880
8408	0.00016851
9411	0.00016851
8277	0.00016848
2480	0.00016846
2463	0.00016845
1801	0.00016839
613	0.00016828
9152	0.00016828
3232	0.00016827
359	0.00016817
7714	0.00016804
3750	0.00016795
3630	0.00016794
3268	0.00016793
9167	0.00016777
7141	0.00016775
6288	0.00016760
4424	0.00016751
605	0.00016747
9276	0.00016742
9208	0.00016739
9335	0.00016738
430	0.00016722
4974	0.00016710
6143	0.00016702
7812	0.00016672
4771	0.00016669
6239	0.00016667
4781	0.00016666
8090	0.00016665
406	0.00016664
9739	0.00016662
2110	0.00016660
2258	0.00016635
1215	0.00016626
4803	0.00016618
5922	0.00016618
8270	0.00016585
9906	0.00016573
6502	0.00016566
6246	0.00016563
4351	0.00016546
7594	0.00016545
8369	0.00016529
5714	0.00016524
326	0.00016516
7861	0.00016511
5618	0.00016505
9049	0.00016491
6459	0.00016485
8229	0.00016478
2532	0.00016471
4861	0.00016464
1188	0.00016454
5456	0.00016448
9494	0.00016437
7721	0.00016436
7205	0.00016429
9652	0.00016425
1622	0.00016413
5222	0.00016410
2245	0.00016395
6370	0.00016392
5373	0.00016385
7172	0.00016347
5688	0.00016346
9557	0.00016345
8011	0.00016322
400	0.00016311
72	0.00016311
7159	0.00016307
2909	0.00016295
2834	0.00016286
9361	0.00016284
8508	0.00016280
1041	0.00016279
1398	0.00016268
8142	0.00016257
7645	0.00016252
981	0.00016252
8039	0.00016243
8074	0.00016238
5482	0.00016222
8666	0.00016196
7857	0.00016194
2742	0.00016166
9554	0.00016156
7612	0.00016151
9317	0.00016149
9747	0.00016146
3618	0.00016144
7798	0.00016142
3164	0.00016134
7466	0.00016130
9533	0.00016122
6604	0.00016119
2414	0.00016114
5776	0.00016114
2102	0.00016110
7954	0.00016108
409	0.00016107
4863	0.00016104
7734	0.00016103
5780	0.00016100
6456	0.00016092
1479	0.00016086
5308	0.00016078
9829	0.00016075
5370	0.00016070
9791	0.00016066
4223	0.00016049
5279	0.00016044
6819	0.00016021
5355	0.00016017
9	0.00016017
6375	0.00016009
8048	0.00016006
8986	0.00015995
7145	0.00015980
7720	0.00015964
9672	0.00015957
683	0.00015948
7213	0.00015944
5727	0.00015938
6206	0.00015937
5301	0.00015926
3419	0.00015920
5152	0.00015902
9863	0.00015896
4821	0.00015893
9602	0.00015892
7840	0.00015890
225	0.00015879
9797	0.00015878
4535	0.00015876
9889	0.00015876
5977	0.00015871
4190	0.00015868
2451	0.00015863
9060	0.00015859
3841	0.00015856
9321	0.00015854
9825	0.00015851
6326	0.00015827
7407	0.00015821
7275	0.00015806
5227	0.00015801
5574	0.00015798
3559	0.00015795
5155	0.00015794
6167	0.00015775
8568	0.00015775
8204	0.00015764
7251	0.00015762
9477	0.00015762
9874	0.00015755
6213	0.00015741
5529	0.00015737
3450	0.00015736
7511	0.00015730
9312	0.00015729
5042	0.00015716
8602	0.00015714
6600	0.00015694
6554	0.00015693
6131	0.00015687
3791	0.00015679
4825	0.00015679
8437	0.00015670
4325	0.00015662
7178	0.00015661
7345	0.00015661
9102	0.00015660
9308	0.00015660
9590	0.00015653
9419	0.00015652
9166	0.00015647
7531	0.00015628
9730	0.00015611
4336	0.00015608
6936	0.00015605
6890	0.00015602
7248	0.00015598
1753	0.00015577
3680	0.00015576
3868	0.00015566
2807	0.00015562
6965	0.00015558
7303	0.00015558
7377	0.00015552
5798	0.00015546
4669	0.00015545
5372	0.00015533
5967	0.00015521
2664	0.00015501
1865	0.00015494
6165	0.00015492
5360	0.00015489
8607	0.00015488
4247	0.00015481
1139	0.00015478
6908	0.00015469
6967	0.00015467
8317	0.00015464
5246	0.00015447
9784	0.00015444
4153	0.00015442
8348	0.00015435
7429	0.00015434
2417	0.00015413
3706	0.00015406
7702	0.00015405
7457	0.00015401
8978	0.00015399
6973	0.00015386
6612	0.00015379
8525	0.00015373
7002	0.00015362
7684	0.00015362
5509	0.00015336
339	0.00015325
3332	0.00015310
616	0.00015303
2674	0.00015293
8851	0.00015288
7027	0.00015274
7064	0.00015274
5082	0.00015272
5635	0.00015271
6012	0.00015268
5600	0.00015264
2108	0.00015258
3510	0.00015252
5146	0.00015244
8452	0.00015242
9729	0.00015226
8818	0.00015225
379	0.00015221
3570	0.00015217
3393	0.00015209
599	0.00015209
7281	0.00015179
5807	0.00015165
3114	0.00015161
8479	0.00015158
8629	0.00015152
7133	0.00015134
3946	0.00015115
8988	0.00015110
7943	0.00015103
8238	0.00015098
3545	0.00015094
7775	0.00015089
4836	0.00015088
4923	0.00015086
35	0.00015082
6550	0.00015077
7550	0.00015076
7206	0.00015074
4741	0.00015064
9394	0.00015046
6349	0.00015040
9230	0.00015027
8083	0.00015026
9624	0.00015010
1562	0.00015008
9250	0.00014985
2607	0.00014983
8647	0.00014980
8443	0.00014966
6929	0.00014960
1924	0.00014933
7753	0.00014928
6393	0.00014924
7529	0.00014920
4498	0.00014916
7098	0.00014911
3505	0.00014910
6779	0.00014907
1120	0.00014899
7044	0.00014898
1638	0.00014897
9065	0.00014896
5940	0.00014857
3886	0.00014854
4862	0.00014852
7625	0.00014845
4165	0.00014844
6590	0.00014839
9883	0.00014833
5592	0.00014832
8610	0.00014826
8445	0.00014821
7066	0.00014820
4037	0.00014819
7357	0.00014815
9511	0.00014809
5890	0.00014800
7160	0.00014790
5425	0.00014787
5507	0.00014782
5218	0.00014780
9464	0.00014775
3929	0.00014772
4697	0.00014765
7897	0.00014763
4592	0.00014757
8750	0.00014756
9448	0.00014752
1598	0.00014745
483	0.00014743
8591	0.00014742
6057	0.00014740
9461	0.00014736
4505	0.00014732
3146	0.00014731
9972	0.00014731
5764	0.00014708
6976	0.00014708
7070	0.00014706
5658	0.00014697
6511	0.00014697
4746	0.00014689
4062	0.00014678
4174	0.00014669
8866	0.00014667
2198	0.00014664
5063	0.00014657
1016	0.00014655
8335	0.00014639
5832	0.00014610
7164	0.00014607
1507	0.00014605
1817	0.00014596
4022	0.00014580
3725	0.00014574
6969	0.00014574
6248	0.00014568
9919	0.00014563
9336	0.00014554
1391	0.00014553
3241	0.00014551
5284	0.00014550
2697	0.00014547
8909	0.00014543
4469	0.00014532
9430	0.00014530
8651	0.00014514
2161	0.00014509
8823	0.00014501
3827	0.00014496
1237	0.00014483
8987	0.00014483
6249	0.00014481
2734	0.00014480
8346	0.00014478
8017	0.00014474
7980	0.00014467
3687	0.00014462
8992	0.00014462
9225	0.00014461
4758	0.00014460
1652	0.00014450
7915	0.00014450
8879	0.00014450
5738	0.00014444
5058	0.00014433
3673	0.00014431
8715	0.00014431
3681	0.00014427
7238	0.00014416
8788	0.00014413
3116	0.00014411
9512	0.00014411
8734	0.00014406
5102	0.00014402
9656	0.00014401
8639	0.00014400
2564	0.00014381
7592	0.00014381
3065	0.00014378
5094	0.00014374
8133	0.00014367
5236	0.00014366
8333	0.00014359
4986	0.00014350
7432	0.00014344
4941	0.00014341
9248	0.00014335
9449	0.00014334
9228	0.00014329
5364	0.00014326
6815	0.00014326
6732	0.00014319
8231	0.00014311
8043	0.00014309
6413	0.00014308
7934	0.00014306
5624	0.00014302
4417	0.00014296
6241	0.00014291
6504	0.00014290
7541	0.00014271
3113	0.00014270
4840	0.00014254
5990	0.00014249
2446	0.00014248
3130	0.00014245
3530	0.00014239
7728	0.00014239
1195	0.00014235
5145	0.00014232
6367	0.00014229
9896	0.00014221
2194	0.00014212
4516	0.00014212
5594	0.00014201
1245	0.00014195
505	0.00014195
9721	0.00014190
8780	0.00014178
6583	0.00014170
9119	0.00014168
5754	0.00014166
6126	0.00014165
8381	0.00014164
8340	0.00014160
7695	0.00014132
2330	0.00014122
5828	0.00014122
2999	0.00014121
5912	0.00014116
9751	0.00014110
6117	0.00014109
5349	0.00014108
6968	0.00014107
6338	0.00014102
8134	0.00014090
6947	0.00014089
2527	0.00014079
9637	0.00014078
2907	0.00014074
1225	0.00014059
9956	0.00014058
6223	0.00014050
6883	0.00014021
2503	0.00014010
6587	0.00014009
6611	0.00014004
1037	0.00013991
7236	0.00013982
5414	0.00013978
7844	0.00013977
8804	0.00013973
8855	0.00013973
7622	0.00013970
2460	0.00013967
5321	0.00013965
6498	0.00013958
9066	0.00013958
9219	0.00013956
2253	0.00013954
6688	0.00013954
2296	0.00013952
9566	0.00013947
8996	0.00013940
8417	0.00013932
5344	0.00013930
8989	0.00013917
8609	0.00013909
546	0.00013906
8410	0.00013900
8792	0.00013891
6135	0.00013888
6468	0.00013884
6644	0.00013869
9997	0.00013869
1506	0.00013868
7598	0.00013862
5858	0.00013861
8687	0.00013853
3029	0.00013847
1655	0.00013831
8042	0.00013825
6415	0.00013822
8148	0.00013821
5072	0.00013816
6042	0.00013816
6341	0.00013814
7032	0.00013814
7935	0.00013801
9894	0.00013794
9929	0.00013793
3964	0.00013792
9405	0.00013791
7255	0.00013774
3643	0.00013770
9914	0.00013756
1710	0.00013749
9671	0.00013749
877	0.00013747
4128	0.00013746
9870	0.00013742
2219	0.00013737
4087	0.00013737
6957	0.00013736
9814	0.00013735
5947	0.00013731
8638	0.00013723
7704	0.00013719
4554	0.00013714
7078	0.00013708
5267	0.00013706
2739	0.00013701
5188	0.00013700
5083	0.00013694
8285	0.00013686
372	0.00013684
9545	0.00013676
4375	0.00013673
930	0.00013670
931	0.00013670
815	0.00013667
7060	0.00013662
7113	0.00013651
2623	0.00013640
2972	0.00013640
3694	0.00013640
4328	0.00013638
6860	0.00013631
7211	0.00013631
4205	0.00013625
8516	0.00013624
1880	0.00013612
6077	0.00013612
4956	0.00013603
4965	0.00013603
9373	0.00013600
8498	0.00013591
6156	0.00013588
5066	0.00013578
6760	0.00013574
6566	0.00013568
7543	0.00013560
9673	0.00013553
4115	0.00013542
5744	0.00013538
6691	0.00013537
8370	0.00013532
9842	0.00013529
4689	0.00013526
9740	0.00013524
2752	0.00013518
2317	0.00013517
7752	0.00013514
6227	0.00013503
7007	0.00013487
8892	0.00013487
8110	0.00013481
4605	0.00013453
5304	0.00013452
5471	0.00013448
8009	0.00013440
5750	0.00013425
5257	0.00013422
932	0.00013422
861	0.00013416
3872	0.00013408
4877	0.00013390
5422	0.00013389
4471	0.00013382
4218	0.00013373
6461	0.00013372
9147	0.00013368
5530	0.00013362
8303	0.00013362
6975	0.00013351
962	0.00013347
7171	0.00013343
9924	0.00013343
3717	0.00013335
7354	0.00013324
7199	0.00013319
2017	0.00013298
9600	0.00013296
9113	0.00013294
6279	0.00013293
6703	0.00013292
7298	0.00013289
9403	0.00013278
9710	0.00013276
6361	0.00013254
9819	0.00013254
6754	0.00013253
8559	0.00013251
7631	0.00013246
2730	0.00013237
7418	0.00013236
4548	0.00013235
1218	0.00013228
9527	0.00013225
7690	0.00013221
7713	0.00013221
7605	0.00013218
4730	0.00013212
9570	0.00013206
6584	0.00013198
8500	0.00013197
9965	0.00013192
5935	0.00013180
1869	0.00013173
2191	0.00013172
3995	0.00013169
7654	0.00013166
2316	0.00013165
6564	0.00013163
8931	0.00013159
1113	0.00013153
977	0.00013151
8754	0.00013147
9578	0.00013140
8047	0.00013135
6998	0.00013134
9697	0.00013134
9711	0.00013134
1922	0.00013125
2336	0.00013117
5305	0.00013115
2039	0.00013109
3266	0.00013101
7359	0.00013098
618	0.00013092
7892	0.00013087
2939	0.00013086
2320	0.00013082
6820	0.00013075
8617	0.00013065
2469	0.00013063
4042	0.00013053
7146	0.00013052
2608	0.00013046
8062	0.00013045
8218	0.00013039
5234	0.00013037
3972	0.00013035
6518	0.00013021
6901	0.00013016
8954	0.00013014
9002	0.00013010
7764	0.00013007
8769	0.00013000
4009	0.00012999
6295	0.00012997
3984	0.00012993
9443	0.00012980
3534	0.00012978
3434	0.00012977
8921	0.00012977
1983	0.00012966
152	0.00012965
9406	0.00012965
8189	0.00012956
4817	0.00012951
2877	0.00012948
9006	0.00012940
7228	0.00012931
3056	0.00012926
4173	0.00012922
6386	0.00012922
8952	0.00012919
5417	0.00012914
2485	0.00012908
8092	0.00012903
3471	0.00012900
9620	0.00012884
8598	0.00012883
9384	0.00012877
6602	0.00012875
2650	0.00012872
4979	0.00012870
9059	0.00012867
9627	0.00012865
7770	0.00012863
2724	0.00012859
4975	0.00012858
5823	0.00012848
7412	0.00012847
5660	0.00012834
8650	0.00012829
2078	0.00012827
5080	0.00012825
1097	0.00012822
9632	0.00012819
9456	0.00012809
5793	0.00012800
266	0.00012796
5585	0.00012792
7045	0.00012781
5409	0.00012770
2471	0.00012769
4600	0.00012764
7632	0.00012753
7535	0.00012752
4262	0.00012749
3474	0.00012740
1692	0.00012733
2141	0.00012733
6238	0.00012732
9549	0.00012732
3431	0.00012729
1478	0.00012720
9694	0.00012717
5315	0.00012716
7277	0.00012707
3517	0.00012706
5448	0.00012701
8084	0.00012699
9576	0.00012691
6828	0.00012690
9569	0.00012690
307	0.00012685
3492	0.00012685
7871	0.00012684
4721	0.00012675
4740	0.00012668
6713	0.00012659
9446	0.00012655
7970	0.00012653
3800	0.00012652
9614	0.00012652
8532	0.00012647
9638	0.00012646
8696	0.00012632
8785	0.00012632
1375	0.00012626
8759	0.00012623
9091	0.00012619
7102	0.00012617
7994	0.00012608
9252	0.00012585
4385	0.00012584
2015	0.00012577
6548	0.00012574
9898	0.00012565
2262	0.00012558
5878	0.00012546
1633	0.00012545
4438	0.00012542
3642	0.00012532
3826	0.00012532
5132	0.00012531
6757	0.00012528
7244	0.00012528
2340	0.00012511
5225	0.00012504
1298	0.00012502
4478	0.00012502
2710	0.00012499
8483	0.00012498
8565	0.00012496
2616	0.00012490
5016	0.00012482
3231	0.00012476
5278	0.00012476
8425	0.00012476
9169	0.00012475
1511	0.00012470
4786	0.00012466
9831	0.00012461
8275	0.00012459
9717	0.00012459
7223	0.00012457
1388	0.00012451
7670	0.00012447
9109	0.00012441
3390	0.00012435
8201	0.00012433
6132	0.00012427
5886	0.00012416
7662	0.00012415
5169	0.00012412
5713	0.00012411
5395	0.00012405
7039	0.00012405
8596	0.00012390
9396	0.00012386
6669	0.00012385
2962	0.00012383
5752	0.00012378
5439	0.00012364
4487	0.00012360
3550	0.00012359
8109	0.00012340
6091	0.00012337
3361	0.00012336
7129	0.00012330
2983	0.00012328
5401	0.00012328
7960	0.00012325
5115	0.00012323
3568	0.00012315
1395	0.00012312
6679	0.00012312
7307	0.00012311
111	0.00012305
3655	0.00012295
5095	0.00012288
9586	0.00012287
153	0.00012285
6417	0.00012284
3335	0.00012281
5753	0.00012276
771	0.00012275
7487	0.00012274
7583	0.00012269
741	0.00012255
4585	0.00012253
9844	0.00012238
4873	0.00012234
9018	0.00012223
7169	0.00012212
5684	0.00012199
4374	0.00012185
331	0.00012180
8337	0.00012179
9010	0.00012177
7587	0.00012172
8738	0.00012171
1437	0.00012169
3432	0.00012168
3290	0.00012162
9960	0.00012160
3349	0.00012159
8456	0.00012146
8929	0.00012139
9180	0.00012136
4489	0.00012134
6626	0.00012127
2695	0.00012125
793	0.00012121
7988	0.00012121
2787	0.00012119
2881	0.00012116
5446	0.00012115
8580	0.00012109
6113	0.00012103
9552	0.00012080
1229	0.00012075
1936	0.00012068
5123	0.00012068
8819	0.00012067
9832	0.00012059
3923	0.00012056
9159	0.00012056
6002	0.00012037
7782	0.00012035
6570	0.00012034
1821	0.00012030
9616	0.00012020
9481	0.00012009
6422	0.00012007
5487	0.00011997
986	0.00011979
5632	0.00011969
9214	0.00011969
7858	0.00011959
7106	0.00011955
7739	0.00011953
1731	0.00011946
6465	0.00011941
4435	0.00011939
7424	0.00011927
913	0.00011918
8746	0.00011910
6000	0.00011907
7842	0.00011902
5325	0.00011898
6127	0.00011891
6372	0.00011891
3912	0.00011889
9833	0.00011888
7993	0.00011886
2749	0.00011885
7260	0.00011879
7126	0.00011876
8198	0.00011858
4637	0.00011856
1858	0.00011854
2171	0.00011851
3734	0.00011851
3074	0.00011849
5117	0.00011841
7671	0.00011840
5499	0.00011839
6003	0.00011831
1900	0.00011828
3585	0.00011828
6150	0.00011828
6098	0.00011827
1292	0.00011826
3289	0.00011826
2849	0.00011817
5649	0.00011813
6176	0.00011813
8856	0.00011811
7427	0.00011806
3601	0.00011803
3918	0.00011803
4533	0.00011798
6938	0.00011798
8073	0.00011798
1715	0.00011786
9382	0.00011777
8541	0.00011774
5472	0.00011771
9440	0.00011771
6493	0.00011770
6813	0.00011768
7430	0.00011763
8955	0.00011762
4563	0.00011761
2339	0.00011759
4826	0.00011758
7614	0.00011755
8167	0.00011755
6580	0.00011750
4813	0.00011744
6946	0.00011742
4715	0.00011741
6892	0.00011739
7708	0.00011738
6401	0.00011730
1988	0.00011727
2785	0.00011723
3270	0.00011722
5531	0.00011702
3321	0.00011701
7166	0.00011701
4927	0.00011698
9793	0.00011692
6530	0.00011688
5642	0.00011682
5324	0.00011675
9925	0.00011673
8071	0.00011670
9300	0.00011666
4722	0.00011663
7496	0.00011660
4317	0.00011659
7979	0.00011649
258	0.00011645
7856	0.00011642
5111	0.00011626
6733	0.00011622
4674	0.00011621
3084	0.00011607
4775	0.00011607
5994	0.00011605
423	0.00011597
4530	0.00011596
1545	0.00011595
5020	0.00011595
9268	0.00011595
1208	0.00011594
2500	0.00011590
8775	0.00011587
7349	0.00011586
9723	0.00011586
1911	0.00011585
7642	0.00011582
8825	0.00011577
3388	0.00011572
9539	0.00011572
1311	0.00011571
4103	0.00011569
3302	0.00011565
8293	0.00011559
4329	0.00011554
5950	0.00011548
6106	0.00011547
4567	0.00011538
7558	0.00011535
757	0.00011532
7273	0.00011524
5110	0.00011522
7610	0.00011522
4499	0.00011512
8029	0.00011509
9774	0.00011494
7197	0.00011493
3762	0.00011486
9011	0.00011483
8016	0.00011479
2848	0.00011477
5038	0.00011475
9170	0.00011474
2589	0.00011465
6491	0.00011462
9390	0.00011461
7093	0.00011459
4765	0.00011456
5577	0.00011455
9210	0.00011455
7445	0.00011454
7142	0.00011451
5731	0.00011450
5715	0.00011445
9991	0.00011442
2658	0.00011441
6944	0.00011438
5748	0.00011436
4444	0.00011435
4924	0.00011432
7177	0.00011415
8881	0.00011413
434	0.00011412
1987	0.00011406
4735	0.00011406
3189	0.00011404
9104	0.00011401
4520	0.00011393
5561	0.00011390
5391	0.00011386
5989	0.00011386
7417	0.00011383
6229	0.00011382
4787	0.00011381
590	0.00011381
5576	0.00011378
8874	0.00011373
8341	0.00011371
9191	0.00011371
7492	0.00011370
3109	0.00011366
7343	0.00011358
5269	0.00011349
4332	0.00011346
4636	0.00011346
6746	0.00011344
1612	0.00011341
2719	0.00011340
9943	0.00011335
9331	0.00011329
3701	0.00011314
6826	0.00011306
1262	0.00011303
9564	0.00011295
9283	0.00011294
7819	0.00011293
5432	0.00011289
1475	0.00011282
5336	0.00011282
1600	0.00011278
8233	0.00011277
8703	0.00011277
3951	0.00011276
7854	0.00011272
3866	0.00011268
6859	0.00011268
4646	0.00011266
7666	0.00011265
6267	0.00011260
999	0.00011260
3695	0.00011259
3184	0.00011255
4442	0.00011253
1641	0.00011243
9314	0.00011243
5392	0.00011241
5213	0.00011238
1959	0.00011233
5663	0.00011223
9021	0.00011223
6142	0.00011219
8223	0.00011207
4408	0.00011205
18	0.00011204
8321	0.00011204
8123	0.00011201
4896	0.00011193
4732	0.00011187
5440	0.00011186
8713	0.00011185
4107	0.00011184
8689	0.00011177
1295	0.00011176
2937	0.00011175
5289	0.00011173
2613	0.00011172
8906	0.00011169
894	0.00011167
4169	0.00011164
4201	0.00011164
8633	0.00011154
9490	0.00011153
4341	0.00011147
8592	0.00011147
4581	0.00011135
9368	0.00011133
6739	0.00011118
9243	0.00011113
5323	0.00011111
7585	0.00011111
3909	0.00011107
5039	0.00011102
7264	0.00011091
1512	0.00011087
7061	0.00011085
5865	0.00011083
7591	0.00011080
6452	0.00011067
1101	0.00011047
4398	0.00011036
9821	0.00011035
8446	0.00011032
3703	0.00011028
6283	0.00011023
1589	0.00011017
7283	0.00011010
7325	0.00011009
5881	0.00011005
6982	0.00010994
5707	0.00010991
9138	0.00010988
4871	0.00010986
2473	0.00010985
9226	0.00010981
6996	0.00010979
4566	0.00010975
8427	0.00010973
4901	0.00010967
6280	0.00010959
5394	0.00010948
9139	0.00010946
2886	0.00010945
5626	0.00010944
7615	0.00010938
5596	0.00010934
1163	0.00010924
1223	0.00010916
6071	0.00010914
8562	0.00010903
9140	0.00010903
3584	0.00010894
1886	0.00010892
6824	0.00010889
6671	0.00010887
6783	0.00010885
5502	0.00010881
4609	0.00010880
7701	0.00010871
8717	0.00010870
2541	0.00010861
6503	0.00010861
4658	0.00010849
7292	0.00010845
7816	0.00010841
1901	0.00010840
6049	0.00010838
3993	0.00010828
7697	0.00010825
7502	0.00010821
7465	0.00010817
6175	0.00010812
2501	0.00010810
7312	0.00010808
9967	0.00010805
7225	0.00010801
686	0.00010796
1143	0.00010794
6437	0.00010783
6266	0.00010780
3981	0.00010779
8070	0.00010775
8556	0.00010774
5733	0.00010761
4837	0.00010751
8428	0.00010742
7851	0.00010737
7210	0.00010732
7297	0.00010731
783	0.00010731
7195	0.00010725
4305	0.00010716
1646	0.00010714
3400	0.00010708
8391	0.00010698
2957	0.00010694
8089	0.00010691
6410	0.00010685
9289	0.00010684
7240	0.00010683
9878	0.00010679
1011	0.00010668
6799	0.00010665
3171	0.00010661
9387	0.00010661
9375	0.00010658
8972	0.00010655
6809	0.00010651
1052	0.00010645
4552	0.00010643
1517	0.00010640
7219	0.00010637
197	0.00010633
9023	0.00010633
444	0.00010631
7920	0.00010628
1975	0.00010626
8539	0.00010625
4123	0.00010620
3936	0.00010613
8547	0.00010603
2329	0.00010602
3196	0.00010601
9151	0.00010600
7534	0.00010595
5888	0.00010589
8480	0.00010587
3732	0.00010581
9198	0.00010580
547	0.00010577
4347	0.00010573
7256	0.00010572
8195	0.00010564
6906	0.00010560
85	0.00010556
4272	0.00010554
6542	0.00010551
6972	0.00010551
9216	0.00010545
3478	0.00010543
1424	0.00010539
6912	0.00010523
9537	0.00010520
6992	0.00010519
8946	0.00010519
4050	0.00010518
8100	0.00010518
9126	0.00010518
2137	0.00010517
9429	0.00010517
8507	0.00010514
5274	0.00010508
5883	0.00010507
5620	0.00010506
7089	0.00010503
7075	0.00010501
5028	0.00010498
8506	0.00010495
959	0.00010492
2582	0.00010491
6684	0.00010488
9515	0.00010486
6033	0.00010485
5404	0.00010484
9649	0.00010477
2718	0.00010473
7319	0.00010473
7640	0.00010470
8961	0.00010467
8737	0.00010461
9090	0.00010456
8095	0.00010453
9708	0.00010453
7540	0.00010452
8517	0.00010452
5759	0.00010449
9397	0.00010449
9215	0.00010444
6634	0.00010442
2142	0.00010440
9702	0.00010440
1425	0.00010439
5664	0.00010435
2287	0.00010425
5203	0.00010419
3697	0.00010417
6882	0.00010413
3052	0.00010410
6999	0.00010404
3157	0.00010400
4497	0.00010399
6532	0.00010397
2248	0.00010396
1196	0.00010392
2114	0.00010391
1283	0.00010387
6574	0.00010386
7031	0.00010380
2908	0.00010378
4215	0.00010378
3073	0.00010377
9499	0.00010371
5032	0.00010369
9103	0.00010368
5180	0.00010367
5972	0.00010362
1336	0.00010361
2332	0.00010361
8409	0.00010360
6490	0.00010356
5184	0.00010353
9380	0.00010349
4386	0.00010345
4573	0.00010345
5882	0.00010344
6900	0.00010344
7396	0.00010340
4156	0.00010338
7438	0.00010338
1684	0.00010331
4946	0.00010330
7711	0.00010323
7537	0.00010321
4587	0.00010315
9067	0.00010315
5665	0.00010312
2923	0.00010310
8366	0.00010310
7367	0.00010309
6678	0.00010304
6571	0.00010302
8648	0.00010291
2494	0.00010289
1976	0.00010288
2103	0.00010288
7626	0.00010286
3798	0.00010285
4929	0.00010285
8068	0.00010285
472	0.00010284
8729	0.00010282
4751	0.00010278
9367	0.00010277
964	0.00010276
971	0.00010268
7271	0.00010265
7448	0.00010261
6793	0.00010259
1854	0.00010255
6607	0.00010254
8279	0.00010254
6582	0.00010249
6615	0.00010249
775	0.00010248
9834	0.00010248
6923	0.00010247
7780	0.00010241
2609	0.00010240
8234	0.00010237
3803	0.00010232
7999	0.00010232
5953	0.00010231
8870	0.00010227
3724	0.00010226
1499	0.00010223
2442	0.00010220
4607	0.00010217
1130	0.00010208
7967	0.00010208
6715	0.00010206
6186	0.00010205
5296	0.00010204
8751	0.00010202
3401	0.00010198
5677	0.00010198
6874	0.00010198
8984	0.00010190
5170	0.00010182
2777	0.00010181
5641	0.00010181
8419	0.00010181
5073	0.00010179
3814	0.00010175
8230	0.00010165
6291	0.00010163
8490	0.00010163
3970	0.00010162
7608	0.00010158
2910	0.00010154
6354	0.00010154
8675	0.00010150
6006	0.00010138
1981	0.00010130
9337	0.00010129
5281	0.00010126
7831	0.00010116
